date,review,rating,isEdited,userName,title,developerResponse
2021-02-13 15:19:05,"Prenoto alle 13:10 al Mc, dalla app mi danno consegna stimata 13:35/13:55. Alle 13:45 mi dice che l’ordine è in consegna in 12 minuti (mc veramente a 10 minuti da casa). Passati 25 minuti contatto assistenza per sapere se ordine davvero partito perchè continua a darmi lo stesso tempo di consegna, l’assistente risponde che in effetti c’è stato un problema col driver e che lo rimpiazzeranno subito, allora dico che va bene ma specifico che se non è una cosa rapida non sarei felice di ricevere un ordine che è stato preparato magari 40/50 minuti prima (sappiamo tutti come diventano i prodotti del Mc dopo nemmeno 20 minuti). Mi rassicura che sarà tutto perfetto, se ne occuperà personalmente. Vedo cambiare continuamente il nome del driver, finalmente ne trovano uno e mi consegnano alle 14:45 (4 bambini super affamati ovviamente ma mi avevano pregato non mi andava di disdirlo). Apro la busta e ovviamente è tutto freddo, le patatine immangiabili e anche e nuggets flosci. Mi hanno mandato quello che avevano cotto più di 1 ora e mezza prima. Ho provato 5 volte ad avere assistenza da glovo, su nessuna chat mi hanno risposto nemmeno dopo 1 ora e mezza di attesa. Mi sarei aspettata almeno un rimborso! Considerando che non é la prima volta che qualcosa va storto con Glovo mentre con le altre app no. Disinstallerò l’app e userò gli altri provider. Ovviamente non ordinerò più nemmeno da quel Mc.",1,False,Migiatta,Nessuna assistenza su ordine,
2018-10-27 16:42:37,"Come al solito faccio un'ordine per un menù del MacDonald, per la prima volta l'app se ne salta fuori con un messaggio dove diceva che il mio account è sospetto.. quindi ho contattato il supporto ( qui un'altra pecca è che è solo disponibile contattare tamite e-mail)
sta di fatto che dopo aver raccontato l'accaduto mi rispondono il giorno seguente dicendomi che per attivare di nuovo la possibilità di ordinare devo mandare una copia della carta d'identità e della carta di credito (la mia è una carta ricaricabile) difatti dopo aver mandato tali dati mi rispondono dicendo di rimandare la copia della carta (ovviamente ho solo mandato la parte frontale) perché non è presente il nome del proprietario .. ma purtroppo la mia carta ricaricabile dell'Intesa San Paolo non ha presente il mio nome ne sul fronte ne sul retro, quindi gli ho informati , e nel frattempo mi sono accorto tramite  i dati della banca disponibili nell'app che il giorno in cui è suscitato tale problema , mi avevano comunque preso i soldi dalla mia carta nonostante l'app mi abbia dato quell'avviso .. 
Sto aspettando da una settimana una risposta e il mio rimborso..",1,False,_K4PP4_,Dopo mesi.. Glovo mi ha deluso,
2018-06-24 20:54:04,"Pessimo il sevizio del corriere che per fare una consegna a 5 minuti dalla sede si è perso per 20 minuti, pessimo il suo atteggiamento al telefono e pessimo il fatto che dopo averci detto che era arrivato e’ tornato indietro senza consegnare dopo 1 ora e mezza di attesa! Ma soprattutto pessimo e’ il servizio clienti! 4 telefonate da 3 operatori diversi a cui ogni volta abbiamo dovuto rispiegare la problematica, rassicurazioni sul fatto che avrebbero rimesso in ordine il tutto e consegnato in 15/20 minuti per poi ricevere la quarta telefonata di un operatore spocchioso che afferma che ciò che ci era stato detto era menzogna e che L ordine era stato
Annullato e basta. Che se alle 22 dopo due ore di stessa volevamo rifare L ordine avremmo dovuto aspettare in coda come se nulla fosse accaduto e magari attendere altre due ore! Ho fatto preghiera di rimandarci il tutto quanto prima perché ho una bimba piccola che sta cenando ora alle 23 con una pizza rimediata sotto casa, mi hanno illusa per poi dirmi che potevano solo scusarsi e di fronte alla mia indignazione mi hanno anche attaccato il telefono in faccia! Un azienda come Glovo non può permettersi un servizio clienti così scadente .... mai più!",1,False,flaviada,Pessimo!,"{'id': 3985345, 'body': 'Ci dispiace che la tua esperienza con Glovo non sia stata come speravi :( Lavoreremo sodo per farsi che non accada più una situazione analoga.\n\nGlovo App', 'modified': '2018-06-26T13:11:13Z'}"
2018-12-26 11:52:44,"Allora, premetto che io ho sempre usato glovo e mi è sempre piaciuta un sacco, ma non la usavo da un po’ da quando mi sono trasferita (zona viale Ungheria)
Il vero problema però è sorto ieri, quando dopo una lunga giornata di litigi e altre cose che non sto a spiegare arriviamo a casa e decidiamo di prenderci qualcosa da mangiare. Allora optiamo per il mc, anche se è Natale chissene frega. Allora facciamo il nostro ordine e al momento di inserire il nostro indirizzo ci viene a dire che siamo fuori dall’area di consegna. 
Io non vorrei davvero arrabbiarmi, perché ho sempre adorato quest’app, ma io seppur in periferia vivo A MILANO, non fuori, quindi ho diritto al serivizio di Milano. Non vedo perché io adesso che vivo qua non possa mangiare come lo facevo prima perché vivo troppo lontano da voi. E non lo trovo listo perché il mio fidanzato lavorava in questo settore e molto spesso si faceva viaggi di quasi mezz’ora per portare da mangiare ai clienti. Mi dispiace di dover dare una stella ma risolvete questa cosa perché per ora, avete perso una cliente che ordinava molto spesso!!",1,False,Lalalala✌️,Inaccettabile,
2018-11-18 17:15:42,"Vedo che non sono l’unica ad aver avuto problemi col servizio Glovo. Era da tempo che volevo scrivere una recensione ma tra una cosa e l’altra mi passava di mente, oggi ne approfitto solo perché mi è arrivata una notifica da parte di Foodora, servizio col quale mi trovavo da Dio, per avvisarmi che quei ristoranti dai quali ordinavo prima tramite quest’ultimo, ora li avrei potuti ritrovare su Glovo. Peccato invece che non comprerò mai più niente tramite loro, perché dopo avermi respinto il pagamento, pagamento non avvenuto per un problema tecnico loro, visto che i soldi sulla mia carta c’erano e ci sono, sono diventata automaticamente morosa e il conto da pagare per quella fatidica cena ordinata e’ magicamente raddoppiato. In poche parole se voglio riprendere a usare Glovo devo spendere circa 80 euro, importo che quando feci l’ordine era di circa la metà ed era disponibile sulla mia carta, ma che in quel momento appunto non fu prelevato. Complimenti per la professionalità/serietà. Il fatto di non essere l’unica mi solleva e non poco. Continuate cosi, mitici.",1,False,Lauryyyyyy,Una fregatura,
2019-05-19 11:41:57,"non so davvero come fate ad avere recensioni positive servizio davvero pessimo uno dei peggiori che ci siano.
Ogni qualvolta faccio un ordine c è qualcosa che non va.
Su 30 ordini fatti con voi un 30% delle volte il locale era chiuso e ciò mi veniva comunicato dopo 1 ora di attesa dopo che il fattorino mi comunicava che sarei dovuto essere io a contattare glovo per dirgli che il locale era chiuso,tutto ciò senza nemmeno avere la possibilità di contattare un numero di telefono.
Un altro 40% di ordini andato male perché venivo contattato dal locale in quanto avevo ordinato dei piatti che non erano più sul menu(i locali mi dicevano di aver comunicato a glovo le modifiche ma la piattaforma non le aveva mai apportate) e quindi mi è toccato per più volte cambiare i piatti ordinati.
Inizialmente la piattaforma la trovavo davvero interessante e funzionale ma dopo aver avuto problemi di ogni genere ad ogni ordine effettuato non ho avuto altra scelta che eliminarla e rivolgermi ad altre piattaforme di gran lunga migliori e più organizzate",1,False,Lorenzo Scofield,DAVVERO PESSIMI,
2019-07-02 17:40:15,"Ho usato più o meno tutti i servizi di consegna a domicilio della mia città, l’app è curata e molto intuitiva (anche se da pc tramite browser è inutilizzabile perché si comporta come se fosse sul telefono) ma il servizio è penoso. Faccio un ordine per me, moglie e figlia per due menu di cibo messicano e due birre. Tempo di consegna indicato 25 minuti, tempo di consegna effettivo 90 minuti. Impossibile o quasi contattare l’assistenza clienti se non tramite chat dove tendono a ripetere semplicemente quello che già si può leggere nella pagina di tracciamento. Il
Glover seguito dal tracciamento fa un giro tutto strano per arrivare a casa mia (non so che vantaggio tragga dal perdere tempo) poi sotto casa si ferma e sta lì per 18 minuti.. citofona e consegna due buste.. delle due birre una era mancante.. provo a chiamarlo dal citofono e mi ignora, chiamo il ristorante e loro dicono di aver consegnato tutto, scrivo nella chat e mi dicono che il Glover ha segnato la consegna come completa, provo a rintracciare lui ma mi ignora ulteriormente.. risultato una birra in meno (6 euro) cena fredda, sensazione di essere stato truffato. MAI MAI MAI PIÙ",1,False,Plasticgo,Pessimo,
2019-02-13 13:57:06,"Nulla da dire sui “glover”, del resto fanno un lavoro fon troppo sottopagato. 
La mia recensione negativa va all’azienda e alla sua scarsa attenzione al cliente. 
Ho appreso (tardi ahimè) che per molti prodotti Glovo non ha alcun accordo con gli esercenti. In teoria Glovo e simili stipulano convenzioni attraverso le quali il cliente ordina un prodotto, il commerciante lo inizia a preparare e poi arriva il glover che lo ritira. E invece Glovo che fa? Agli esercenti che rifiutano la convenzione Glovo fa un bel dispetto: li inserisce ugualmente nella loro App, il glover riceve l’ordine e si reca da quell’esercente. Chiede la preparazione e quindi consegna. Ma il cliente non lo sa. E quindi spesso e volentieri aspetta. Io addirittura più di un’ora...
Ritengo di avere subìto una truffa quando avendo ordinato appunto da uno di questi esercenti a loro insaputa presenti su GlovoApp un prodotto ad un certo prezzo poi mi viene consegnato e mi viene addebitato una somma molto più alta. 
Così non andate molto lontano.",1,False,pietroamedeo,Servizio e app buoni. Azienda da... querelare,
2019-12-02 21:54:21,"Ho effettuato un ordine alle 9.30 di sera con orario stimato 20-30 minuti. Dopo 30 minuti, e dopo che mi era gia arrivata la notifica che il mio ordine era stato ritirato e stava arrivando, controllo la posizione del rider e vedo che è da tutt’altra parte rispetto a casa mia e rispetto al ristorante. Contatto l’assistenza per chiedere spiegazioni, e mk dicono che il mio ordine in realtà non è stato ritirato e che sta andando un altro rider a prenderlo. Peccato che il rider fosse DALL’ALTRA PARTE DELLA CITTÀ, dovesse ancora arrivare al ristorante e poi giungere a casa mia. Dato che il mio ordine sarebbe quindi arrivato dopo oltre un’ora e mezza inizio a lamentarmi e chiedo un rimborso. La risposta dall’”assistenza” è stata “PER TERMINI E CONDIZIONI DI GLOVO NON È PREVISTO NESSUN RIMBORSO”. Per lo più mi ha dettk che non avevo nemmeno la possibilità di annullare l’ordine, e che anzi se l’avessi voluto annullare avrei dovuto pagare una penale di cancellazione. SONO DEI LADRI. VERGOGNOSO. Se si potesse pubblicherei gli screenshot che ho fatto",1,False,1132 (v1.0,DUE ORE DI RITARDO SENZA RIMBORSO,
2018-11-12 22:06:15,"Ho effettuato 4 ordini con questa app e già dal primo ho avuto problemi: arriva il Glover e passiamo 30 min sulla mia porta di casa perché il pagamento non era passato (nonostante a me fosse apparsa la scritta “pagamento effettuato con successo”). Ovviamente nel frattempo la mia cena era diventata gelida e immangiabile.
Effettuo un altro ordine (io tendo a dare seconde possibilità) e stessa storia. Un altro e ancora. Poi al quarto ordine tocchiamo l’apice: il mio account è segnalato come SOSPETTO!! Ma dai😂
Stasera ho fatto il mio primo ordine con Deliveroo: non hanno la possibilità di tracciare l’ordine come con Glovo, ma tanto non ho nemmeno fatto in tempo a fumarmi una sigaretta subito dopo aver fatto l’ordine che già il rider mi aveva suonato al citofono e ho provato pure l’ebbrezza di mangiare un pasto caldo. E non state a scrivere di darvi altre possibilità e che state lavorando per migliorare il servizio che io di possibilità ve ne ho date 4. GLOVO ADDIO",1,False,MartinaParca,Meno male che c’è Deliveroo,
2018-10-05 17:44:20,"A questa app do solamente una stella da come sono stato trattato. Ho fatto un ordine dal ristorante e seguendo il runner ho visto come egli è passato dal ristorante da cui avevo ordinato per ritirare l’ordine, l’ho seguito fino a quando è arrivato sotto a casa mia ma invece di citofonare ha atteso qualche minuto per poi andarsene senza aver consegnato l’ordine. Inoltre subito dopo mi è stata inviata la ricevuta nella quale c’era scritto che il mio ordine era stato pagato con addirittura una firma falsa. Ho subito cercato di contattare la sede ma dopo aver atteso 40 minuti prima di poter parlare con un operatore non sono riuscito ad essere rimborsato. 

Per questo motivo sono rimasto molto deluso da questa app e la sconsiglio vivamente.",5,False,Rodolfo Cristoferi,Un furto,
2019-04-06 17:12:36,"Ho ordinato ieri sera. Sulla app tutto sembrava  procedere per il meglio, ordine ricevuto, in preparazione, in consegna. Dopo quindici minuti dall’inizio della (secondo loro) consegna mi chiama il rider (un ragazzo davvero molto gentile e l’unica cosa che persona efficiente di tutta la vicenda), per dirmi che il ristorante non c’è più e al suo posto ne ha aperto un altro non convenzionato con glovo! 
Allora tutta la tempistica che segnalano è una balla. Come fanno a dire ordine pronto per il ritiro se il ristorante non esiste nemmeno????
Niente, impossibile contattarli. Vergognoso il fatto che non esista un numero di telefono ma solo l’opzione chat. Finalmente all chat rispondono dopo mezz’ora solo per riapparire di nuovo!!! Morale dopo oltre cinquanta minuti mi confermano che si in effetti il ristorante ha chiuso e che quindi cancellano il mio ordine. GRAZIE TANTE. Inutile dire che ho saltato la cena. Davvero servizio pessimo, poca serietà, poca chiarezza e decisamente poca attenzione al cliente.",3,False,VichyCab,Pessimo servizio e poca serietà,
2020-03-03 20:10:39,"Sono due sere che ordino al Greek Food Lab, principalmente per la taramosalata, ma ahimè ieri sera era finita. In compenso la ragazza degli ordini mi ha telefonato e offerto un cambio e mi ha omaggiato da bere. Stasera, ho deciso di mettermi in pool position e penso di essere stata la prima a ordinare... TARAMOSALATA!!! Yeah!!! Niente...  anche stasera niente taramosalata!!! Mi ha ritelefonato, aveva appuntato un biglietto con il mio nome per omaggiarmi patatine fritte al mio prossimo ordine!!! Anche questa sera niente taramosalata!!! 😆 Comunque, cibo squisito, ottimi ingredienti e un servizio davvero cordiale e simpatico!!! Anche questa sera hanno abbondato e mi hanno di nuovo  omaggiato due bibite con un biglietto carino incollato alla bottiglietta con delle scuse... DAVVERO UN SERVIZIO SQUISITO!
Come si dice: “ritenta, sarai più fortunato”’ Grazie ragazzi del Greek Food Lab 🥳",5,False,ZoëPippi,Taramosalata 😂😂😂,
2018-01-01 20:47:29,"Come Da titolo app ben fatta con possibilità di fare il tracking dall'ordine alla
Consegna. Il servizio al contrario è stato pessimo con prodotti arrivati parzialmente scartati e con una bibita completamente versata nella busta di carta.
Il servizio post vendita è stato molto celere nel rispondere alla mia valutazione negativa relativa all’ordine, ma in concreto non ho fatto nulla in relazione all’accaduto. Quindi, eviterei di suggerire l’utilizzo del servizio contattaci perché non serve proprio a nulla. Tenetevi pure i miei soldi, avete guadagnato 2,90 euro ma avete deluso il cliente.
In sintesi voto 10 ai programmatori software dell’app, voto 1 al servizio. Giudicate voi cosa sia più importante in questo caso.",5,False,gianpiero_cam,App ottima servizio pessimo,"{'id': 2195410, 'body': 'Ciao Gianpiero, ci dispiace che tu abbia avuto una brutta esperienza col nostro servizio! Il servizio clienti cerca sempre di risolvere le problematiche dei clienti! Per favore prova a ricontattarci, siamo sicuri di poter risolvere il tuo caso. Grazie mille per il tuo feedback, per noi è molto importante per migliorare.\n\nGlovo App', 'modified': '2018-01-03T16:00:14Z'}"
2021-03-08 10:29:14,"Ormai fa acqua da tutte le parti, erano almeno 3 anni che usavo Glovo invece adesso è un continuo creare disagi. Consegne che non vengono effettuate ti fanno un rimborso in buono app quando ti va bene se no soldi persi ma poi ti bloccano L app dicendoti di contattare L assistenza per un controllo identità e quest ultima è inesistente. Per assistenza clienti Glovo ha una chat gestita da un computer che in primis non funziona e secondo puoi continuare a scrivere al infinito ma non troverai mai risposta e quando ti stufi di tutto ciò è decidi di contattare L assistenza genale tramite email auguri perché è peggio di prima. Si apre una segnalazione tu invi tutti i tuoi dati foto carta d identità carta di credito ecc e non ricevi nessuna risposta poi dopo due giorni ti arriva un email dicendo che la tua segnalazione è stata chiusa e L app continua a essere bloccata e non puoi ordinare. Un servizio come Glovo dovrebbe sempre avere al primo posto il cliente dato che paga ed è colui che gli permette di effettuare un servizio invece qui apparte un trattamento penoso per farti perdere tempo e pazienza e a fregare i vostri soldi non troverete nient altro.",1,False,M.Zned,Pessimo,
