,Unnamed: 0,date,review,rating,isEdited,userName,title,developerResponse,temiz icerik,Cluster,sentiment,category,PCA1,PCA2
118,118,2020-04-18 19:01:07,"Ho ordinato svariate volte con glovo , ma vi sconsiglio vivamente di pagare con la carta . Quando non ci sono i prodotti vi fanno pagare lo stesso l’importo completo , dopo tre ore forse vi risponde l’assistenza che nonostante il danno subito , prova sempre a dire che hai pagato solo quello che ti é arrivato , insistendo un po’ fanno marcia indietro , e se vi va di lusso vi chiedono se volete essere risarciti con i soldi sulla carta o sul vostro profilo glovo . Dopo l’ennesima volta non mi hanno fatto nemmeno scegliere e dicono che non é possibile trasferire la differenza sul mio conto . Nonostante l’importo sia maggiore dell’ultimo ordine rimborsato . Coerenza , professionalità ed efficienza ZERO !",1,False,breathetothebeat,Sconsigliato per carta,,ho ordinato svariate volte con glovo   ma vi sconsiglio vivamente di pagare con la carta   quando non ci sono i prodotti vi fanno pagare lo stesso l importo completo   dopo tre ore forse vi risponde l assistenza che nonostante il danno subito   prova sempre a dire che hai pagato solo quello che ti é arrivato   insistendo un po  fanno marcia indietro   e se vi va di lusso vi chiedono se volete essere risarciti con i soldi sulla carta o sul vostro profilo glovo   dopo l ennesima volta non mi hanno fatto nemmeno scegliere e dicono che non é possibile trasferire la differenza sul mio conto   nonostante l importo sia maggiore dell ultimo ordine rimborsato   coerenza   professionalità ed efficienza zero ,2,-0.765,Other,-0.17824322013158245,0.010585877516991526
119,119,2019-06-09 19:05:42,"I glover si fanno i cavoli suoi girando bellamente per la città e fermandosi a chiacchierare con i colleghi, MENTRE IL CIBO CHE NOI PAGHIAMO A PREZZO PIENO COME CHI MANGIA NEL PUNTO VENDITA, si raffredda! 
se ti arriva tutto freddo o sbagliato non puoi chiamare nessuno, furbi si sono limitati a una chat alla quale spesso non rispondono ! 
Quindi rassegnatevi a mangiare cibo freddo, o errato... pagato profumatamente! Per non parlare delle volte che data la carenza del primo glover me ne si presentasse un secondo dopo 2 ore e volevano costringermi a ritirare il cibo alle 11 di sera!!!! ASSURDO ! SE I GLOVER NON SONO PROFESSIONALI LASCIATELI A CASA! Siamo noi a pagare i disservizi !!!!",1,False,Gypsy Love Tattoo,PESSIMO,,i glover si fanno i cavoli suoi girando bellamente per la città e fermandosi a chiacchierare con i colleghi  mentre il cibo che noi paghiamo a prezzo pieno come chi mangia nel punto vendita  si raffredda   se ti arriva tutto freddo o sbagliato non puoi chiamare nessuno  furbi si sono limitati a una chat alla quale spesso non rispondono    quindi rassegnatevi a mangiare cibo freddo  o errato    pagato profumatamente  per non parlare delle volte che data la carenza del primo glover me ne si presentasse un secondo dopo 2 ore e volevano costringermi a ritirare il cibo alle 11 di sera     assurdo   se i glover non sono professionali lasciateli a casa  siamo noi a pagare i disservizi ,2,0.0,Other,-0.14479691065438838,0.00435499833983581
120,120,2018-05-08 19:42:04,"Ho letto una recensione molto negativa e mi sono sentita di lasciare una recensione a testimonianza della mia esperienza.
Ho ordinato più volte con Glovo e non ho mai avuto nessun problema. 
È andato sempre tutto bene!
Sicuramente non tutti avranno avuto la mia stessa esperienza però non è facile gestire un app del genere. Quindi bravi ragazzi!",5,False,Martinalegna,Io mi sono trovata bene,,ho letto una recensione molto negativa e mi sono sentita di lasciare una recensione a testimonianza della mia esperienza  ho ordinato più volte con glovo e non ho mai avuto nessun problema   è andato sempre tutto bene  sicuramente non tutti avranno avuto la mia stessa esperienza però non è facile gestire un app del genere  quindi bravi ragazzi ,2,-0.5267,UX,-0.11357731680424442,-0.016807103583679945
121,121,2017-11-19 00:08:28,"Scaricata oggi è provata con mc. Donald’s. 
Puntuali e il ragazzo gentilissimo. 
Uniche cose che modificherei: poco chiaro dove inserire i codici  promo , mi sarei aspettata una conferma prima di procedere all’ ordine, la conferma dell’ ordine avviene X e mail ( sarebbe meglio con una notifica in app)",5,False,DottyPeluche,Prima esperienza tutto ok . 2 cose da migliorare,,scaricata oggi è provata con mc  donald s   puntuali e il ragazzo gentilissimo   uniche cose che modificherei  poco chiaro dove inserire i codici  promo   mi sarei aspettata una conferma prima di procedere all  ordine  la conferma dell  ordine avviene x e mail   sarebbe meglio con una notifica in app ,0,0.0,Other,-0.04534392025771243,-0.041834973356963956
122,122,2020-11-13 13:47:06,"-Ordino verso 12:20 indicando fascia oraria 13:00/14:00, perché al lavoro posso solo in quell'orario: arrivato in ritardo (oltre cibo freddo visto che era in bici...4,5km fra ristorante e casa)
- noto sul app che il corriere è arrivato da 5 min ma non ricevo ne una chiamata dal corriere ne una notifica: ricevo chiamata dal call center principale dicendo che il corriere non mi trovava. Scendo era davanti al cancello.....
- indico nel pagamento in contanti “non so”, scendo e portandomi monete per agevolare il corriere a darmi il resto (6,00€!!) senza centesimi, non aveva il resto da darmi. Avrà avuto in tasca 2€ di moneta a dir tanto.

Direi che come prima  e credo ultima esperienza non userò più Glovo se questo è il servizio",1,False,Andry2301,Pessima consegna...ed è la prima che faccio!!,, ordino verso 12 20 indicando fascia oraria 13 00 14 00  perché al lavoro posso solo in quell orario  arrivato in ritardo  oltre cibo freddo visto che era in bici   4 5km fra ristorante e casa    noto sul app che il corriere è arrivato da 5 min ma non ricevo ne una chiamata dal corriere ne una notifica  ricevo chiamata dal call center principale dicendo che il corriere non mi trovava  scendo era davanti al cancello        indico nel pagamento in contanti  non so   scendo e portandomi monete per agevolare il corriere a darmi il resto  6 00     senza centesimi  non aveva il resto da darmi  avrà avuto in tasca 2  di moneta a dir tanto   direi che come prima  e credo ultima esperienza non userò più glovo se questo è il servizio,2,0.0,Other,-0.1366610596767079,-0.0014622999579682403
123,123,2019-03-17 11:24:33,"Pezzi mancanti, pizze ribaltate nella scatola, scuse continue ma nessun miglioramento, anzi ... e ti rimborsano con sconto sul successivo ordine, insomma una catena di Sant’Antonio infinita che ti lega a loro in attesa di recuperare  quanto ti spetta. Penso che attenderò il rimborso che ora ho preteso su carta e quindi disinstallerò l'app. Che dire poi dell’igiene delle sacche utilizzate per il trasporto? Vorrei vedere come e quando le puliscono e soprattutto come e dove le ripongono a fine servizio",3,False,stexxx6,Peggiorano ogni giorno di più,,pezzi mancanti  pizze ribaltate nella scatola  scuse continue ma nessun miglioramento  anzi     e ti rimborsano con sconto sul successivo ordine  insomma una catena di sant antonio infinita che ti lega a loro in attesa di recuperare  quanto ti spetta  penso che attenderò il rimborso che ora ho preteso su carta e quindi disinstallerò l app  che dire poi dell igiene delle sacche utilizzate per il trasporto  vorrei vedere come e quando le puliscono e soprattutto come e dove le ripongono a fine servizio,2,-0.296,Other,-0.13945689433700614,0.05331767945015174
124,124,2020-12-22 19:32:07,"Il Glover è stato molto veloce, arrivando in brevissimo tempo dal momento della presa in carico dell’ordine.
Consegna a casa perfetta, con i necessari tools protettivi (guanti e mascherina). Ha mantenuto il distanziamento e consegnato i pacchi in modo rapido ed ordinato.
Si è congedato salutando e augurando buona cena e buone feste.
Professionalità ad alti livelli, non una semplice consegna a domicilio.",5,False,Triba68,Glover rapido e molto professionale,,il glover è stato molto veloce  arrivando in brevissimo tempo dal momento della presa in carico dell ordine  consegna a casa perfetta  con i necessari tools protettivi  guanti e mascherina   ha mantenuto il distanziamento e consegnato i pacchi in modo rapido ed ordinato  si è congedato salutando e augurando buona cena e buone feste  professionalità ad alti livelli  non una semplice consegna a domicilio ,0,0.34,Other,0.016390885417034692,-0.08373920672951687
125,125,2019-07-27 18:11:53,"Ho spesso usato Glovo in passato trovandomi bene!
Cambiando indirizzo ho effettuato un primo ordine attendendo oltre un’ora perché il rider ha ritirato l’ordine in netto ritardo e nonostante la segnalazione non c’è stata nessuna attenzione verso il cliente.
Oggi ho effettuato il secondo ordine, non so per quale ragione non mi sono accorta che benché avessi già fatto un ordine con il nuovo indirizzo, la consegna odierna era impostata con l’indirizzo vecchio, risultato: mi sono accorta dell’errore solo quando il rider è giunto a destinazione, non mi è stata data la possibilità di farmi consegnare l’ordine pagando un supplemento, ma mi è stato cancellato l’ordine nonostante mi è stato addebitato!",1,False,consu92,Mai più Glovo!,,ho spesso usato glovo in passato trovandomi bene  cambiando indirizzo ho effettuato un primo ordine attendendo oltre un ora perché il rider ha ritirato l ordine in netto ritardo e nonostante la segnalazione non c è stata nessuna attenzione verso il cliente  oggi ho effettuato il secondo ordine  non so per quale ragione non mi sono accorta che benché avessi già fatto un ordine con il nuovo indirizzo  la consegna odierna era impostata con l indirizzo vecchio  risultato  mi sono accorta dell errore solo quando il rider è giunto a destinazione  non mi è stata data la possibilità di farmi consegnare l ordine pagando un supplemento  ma mi è stato cancellato l ordine nonostante mi è stato addebitato ,2,0.34,Other,-0.2953938864916929,0.043383484174323125
126,126,2020-05-03 13:36:43,"sono molto veloci e efficienti. trovi quasi tutti dei negozi della tua zona e arrivano praticamente dappertutto, quando ti arriva l’ordine sono gentilissimi e, con questa situazione del 
COVID-19, sono molto attenti alle norme di sicurezza. Io mi trovo benissimo con Glovo perchè si può pagare alla consegna e per registrarsi non c’è bisogno di carte di credito o confermare l’età poiché accessibile a tutti!",5,False,mmendicino,eccellente,,sono molto veloci e efficienti  trovi quasi tutti dei negozi della tua zona e arrivano praticamente dappertutto  quando ti arriva l ordine sono gentilissimi e  con questa situazione del  covid 19  sono molto attenti alle norme di sicurezza  io mi trovo benissimo con glovo perchè si può pagare alla consegna e per registrarsi non c è bisogno di carte di credito o confermare l età poiché accessibile a tutti ,0,0.0,Other,-0.04102281954651542,-0.06289975228054456
127,127,2018-10-26 09:24:44,"Ormai sono passate due settimane da quando ho deciso di fare il mio primo ordine glovo. La peggiore esperienza di consegne della mia vita.

Abbiamo preso due menu, mancavano i panini (aggiungerei che le patatine erano ghiacciate nonostante i 30 gradi fuori). Il glover, tempo che ho aperto il sacchetto, era sparito. Avrò mandato 30 email in 3 giorni al servizio clienti (per questione di principio), mai arrivata risposta. È finito tutto nell’oblio. Io ho perso i soldi, voi un cliente che si farà portare i pranzi da Vostri competitor.

Anticipo già che è inutile dirmi di scrivervi alla sezione contatti, tanto non rispondete.
Fate più bella figura ad ignorare questa recensione, più o meno come ignorate i clienti",5,False,TommyT990,Ancora aspetto risposta,,ormai sono passate due settimane da quando ho deciso di fare il mio primo ordine glovo  la peggiore esperienza di consegne della mia vita   abbiamo preso due menu  mancavano i panini  aggiungerei che le patatine erano ghiacciate nonostante i 30 gradi fuori   il glover  tempo che ho aperto il sacchetto  era sparito  avrò mandato 30 email in 3 giorni al servizio clienti  per questione di principio   mai arrivata risposta  è finito tutto nell oblio  io ho perso i soldi  voi un cliente che si farà portare i pranzi da vostri competitor   anticipo già che è inutile dirmi di scrivervi alla sezione contatti  tanto non rispondete  fate più bella figura ad ignorare questa recensione  più o meno come ignorate i clienti,2,-0.296,Other,-0.2074839132502057,0.05343029416648414
128,128,2018-04-22 19:39:33,"Servizio molto comodo ma non credo sia possibile avere un servizio clienti dove devi compilare tre domandine e poi ti inviano una mail a cui poi non rispondono. 
Mi hanno appena recapitato un ordine con un panino mancate e l’unica risposta che ho avuto (dopo molto tempo) è stato che mi avrebbero accreditato 3€. 
Sinceramente non ritengo che sia giusto perché, prima cosa, ho cenato semplicemente con delle patatine quando avrei potuto avere un panino già pagato ( tra l’altro). 
Sarebbe carino se si potesse contattare la persona che ha avuto in carico l’ordine nel caso di un prodotto mancato, magari uno così potrebbe cenare.",1,False,beatriceiezzi,Deludente il servizio clienti,,servizio molto comodo ma non credo sia possibile avere un servizio clienti dove devi compilare tre domandine e poi ti inviano una mail a cui poi non rispondono   mi hanno appena recapitato un ordine con un panino mancate e l unica risposta che ho avuto  dopo molto tempo  è stato che mi avrebbero accreditato 3    sinceramente non ritengo che sia giusto perché  prima cosa  ho cenato semplicemente con delle patatine quando avrei potuto avere un panino già pagato   tra l altro    sarebbe carino se si potesse contattare la persona che ha avuto in carico l ordine nel caso di un prodotto mancato  magari uno così potrebbe cenare ,2,0.34,Other,-0.20715601222033078,0.08363423463635149
129,129,2020-02-08 22:17:51,"App veramente fantastica, tutto ben fatto... semplice, intuitiva e pratica. Offre i servizi più disparati, scelte di ristoranti vari e di ottima qualità, in tutto la consegna avviene piuttosto velocemente. Aggiungerei inoltre un nota positiva al supporto, poiché a causa di un disguido in un ordine e una volta segnalato il problema ho ricevuto il rimborso nel giro di qualche ora.
Che dire, ottimo lavoro.!",5,False,Marko 90,Ottimo,,app veramente fantastica  tutto ben fatto    semplice  intuitiva e pratica  offre i servizi più disparati  scelte di ristoranti vari e di ottima qualità  in tutto la consegna avviene piuttosto velocemente  aggiungerei inoltre un nota positiva al supporto  poiché a causa di un disguido in un ordine e una volta segnalato il problema ho ricevuto il rimborso nel giro di qualche ora  che dire  ottimo lavoro ,2,-0.4588,Other,-0.06002741629570584,0.07699037268779411
130,130,2019-05-15 21:33:08,Stasera ci sono stati molti problemi e il team Glovo si è dimostrato gentilissimo e molto disponibile! Anche il locale yo yogurt e’ stata davvero gentile nel mandarmi in omaggio dei buonissimi pop corn per i disguidi! Gli inconvenienti possono succedere a tutti ciò che fa la differenza è il modo in cui vengono risolti! Grande Glovo,5,False,greta87V,Ottimo problem solving,,stasera ci sono stati molti problemi e il team glovo si è dimostrato gentilissimo e molto disponibile  anche il locale yo yogurt e  stata davvero gentile nel mandarmi in omaggio dei buonissimi pop corn per i disguidi  gli inconvenienti possono succedere a tutti ciò che fa la differenza è il modo in cui vengono risolti  grande glovo,0,0.0,Other,-0.015576553993806006,-0.08286907001484665
131,131,2018-09-20 22:48:11,"App perfetta in tutto e per tutto, gira perfettamente su Iphone X, in più ora che hanno eliminato il minimo ordine e quindi l’accredito di 2 ulteriori euro, è davvero top come scelta per ordinare qualcosa a domicilio. Se volete ricevere uno sconto di ben 15€ euro su primo ordine, inserite il mio codice: 165BSED",5,False,ObscureReaper,Ottima app—>SCONTO 15 EURO!!,,app perfetta in tutto e per tutto  gira perfettamente su iphone x  in più ora che hanno eliminato il minimo ordine e quindi l accredito di 2 ulteriori euro  è davvero top come scelta per ordinare qualcosa a domicilio  se volete ricevere uno sconto di ben 15  euro su primo ordine  inserite il mio codice  165bsed,0,0.2023,Other,-0.09133230688207275,-0.013925099837897335
132,132,2020-04-18 18:56:43,"Su sei ordini che ho fatto durante la mia quarantena fiduciaria, tre sono arrivati incompleti o sono stati cancellati. Peccato che per tutti e tre mi è stato addebitato il costo totale di quanto ordinato e non di quanto effettivamente ricevuto. Ho sempre segnalato le varie anomalie tramite applicazione e quando ho scritto al supporto clienti mi hanno risposto che non avevano alcuna evidenza delle mie segnalazioni di ordini incompleti. Hanno avuto il coraggio di offrirmi 3 euro di rimborso su una differenza effettiva di almeno 25 euro! Scandalosi veramente. Per quanto mi riguarda farò partire una causa, grazie a dio a me non costa nulla. In un momento come questo é un comportamento da sciacalli.",1,False,Me🐾🐾,Vergognosi,,su sei ordini che ho fatto durante la mia quarantena fiduciaria  tre sono arrivati incompleti o sono stati cancellati  peccato che per tutti e tre mi è stato addebitato il costo totale di quanto ordinato e non di quanto effettivamente ricevuto  ho sempre segnalato le varie anomalie tramite applicazione e quando ho scritto al supporto clienti mi hanno risposto che non avevano alcuna evidenza delle mie segnalazioni di ordini incompleti  hanno avuto il coraggio di offrirmi 3 euro di rimborso su una differenza effettiva di almeno 25 euro  scandalosi veramente  per quanto mi riguarda farò partire una causa  grazie a dio a me non costa nulla  in un momento come questo é un comportamento da sciacalli ,2,-0.296,Other,-0.24284329236249622,0.039199150139346474
133,133,2021-01-16 20:34:23,"Avevo chiesto la pizza con impasto integrale e mi è arrivata con impasto normale... Ma era talmente buona che li perdono! Anche i fritti davvero ottimi. Corriere veloce e disponibile. Mancava una birra alla consegna, ma me l’hanno portata in tempi brevi. Riordinerò sicuramente.
P.S.: fate attenzione sullo scontrino che date al corriere perché avete messo il mio nome con solo l’iniziale del cognome!
Comunque tutto buonissimo!",5,False,MirkoPampanoni,Buono!,,avevo chiesto la pizza con impasto integrale e mi è arrivata con impasto normale    ma era talmente buona che li perdono  anche i fritti davvero ottimi  corriere veloce e disponibile  mancava una birra alla consegna  ma me l hanno portata in tempi brevi  riordinerò sicuramente  p s   fate attenzione sullo scontrino che date al corriere perché avete messo il mio nome con solo l iniziale del cognome  comunque tutto buonissimo ,2,0.0,Other,-0.01603883479790235,-0.054735775898718496
134,134,2019-01-21 11:28:35,"App scaricata qualche mese fa, l’ho sempre utilizzata per chiedere il Mc, e non ho da lamentarmi. Ad ogni aggiornamento o modifica della tua consegna ti mandano delle notifiche, e con la mappa puoi controllare in tempo reale la consegna. I ragazzi della consegna anche sempre molto gentili. La consiglio vivamente.",5,False,Nenahz112103,Molto soddisfatta,,app scaricata qualche mese fa  l ho sempre utilizzata per chiedere il mc  e non ho da lamentarmi  ad ogni aggiornamento o modifica della tua consegna ti mandano delle notifiche  e con la mappa puoi controllare in tempo reale la consegna  i ragazzi della consegna anche sempre molto gentili  la consiglio vivamente ,0,0.0,Other,-0.01744173538028513,-0.07297868517728018
135,135,2018-03-28 04:31:50,"Vista scaricata e provata. Ottimo servizio. Efficiente efficace e rapido. 
L’unica pecca e non so se riguarda Glovo sarebbe la possibilità che gli esercenti inseriscano in busta tovaglioli e posate monouso. Solo una volta mi è capitato di riceverli dal MacDonald. Pizzerie e simili nulla. Quindi se fattibile o chi ritira le richiede o l’esercente ci pensi prima. 
Speriamo che questa app si sviluppi anche nel resto d’Italia ...",4,False,Banco pista,Good,,vista scaricata e provata  ottimo servizio  efficiente efficace e rapido   l unica pecca e non so se riguarda glovo sarebbe la possibilità che gli esercenti inseriscano in busta tovaglioli e posate monouso  solo una volta mi è capitato di riceverli dal macdonald  pizzerie e simili nulla  quindi se fattibile o chi ritira le richiede o l esercente ci pensi prima   speriamo che questa app si sviluppi anche nel resto d italia ,2,0.0,Other,-0.029683670983437348,0.13270540509502024
136,136,2019-01-15 20:56:17,"In effetti, è l'uovo di Colombo.
Tu desideri qualcosa; la trovi in un negozio, la ordini, un addetto di Glovo va a ritirarla; nel frattempo, tu paghi; segui il percorso sulla app; arriva la merce a casa.
La ritengo un'idea molto utile, soprattutto quando hai un problema fisico temporaneo (o permanente).
Certo, paghi il servizio, ma è più che giusto.",5,False,slymurray,Funziona perfettamente,,in effetti  è l uovo di colombo  tu desideri qualcosa  la trovi in un negozio  la ordini  un addetto di glovo va a ritirarla  nel frattempo  tu paghi  segui il percorso sulla app  arriva la merce a casa  la ritengo un idea molto utile  soprattutto quando hai un problema fisico temporaneo  o permanente   certo  paghi il servizio  ma è più che giusto ,0,0.0,Other,-0.07554423334930768,0.013245264893951308
137,137,2018-11-24 14:14:32,"Assistenza clienti pessima , la ragazza mi ha chiamato al telefono e mi ha detto che era nuova e che non sapeva cosa fare . Mi hanno promesso due sconti , uno per il delivery ed uno primo ordine 5€ ma non c’era modo di usufruirne !!! App scandalosa , la cancello subito !",5,False,cristiano39,Da cancellare! Promettono sconti ma poi non ti permettono di usufruirne...,,assistenza clienti pessima   la ragazza mi ha chiamato al telefono e mi ha detto che era nuova e che non sapeva cosa fare   mi hanno promesso due sconti   uno per il delivery ed uno primo ordine 5  ma non c era modo di usufruirne     app scandalosa   la cancello subito ,2,0.5859,Other,-0.20333681849955335,0.030496881300494078
138,138,2018-09-15 10:44:57,"Ho provato la spesa, per curiosità. Dicono che i prezzi sono indicativi e questo è accettabile ma quando in scontrino e su più prodotti i prezzi sono IL DOPPIO DI QUANTO INDICATO ..si tratta di truffa a mio avviso!  Inoltre ci si aspetta che la spesa sia affidata a persone in grado di fare il lavoro e non che chiedano come o dove trovare i prodotti tra gli scaffali e/o le corsie?!  (e  mi permetto di aggiungere che almeno la conoscenza della lingua se devono trovarti un’alternativa saper leggere le etichette sarebbe gradito) Visto che il servizio è pagato ben euro 5,90 ci si aspetta che funzioni!",1,False,anacardi74,Accattivante App-PESSIMO SERVIZIO,,ho provato la spesa  per curiosità  dicono che i prezzi sono indicativi e questo è accettabile ma quando in scontrino e su più prodotti i prezzi sono il doppio di quanto indicato   si tratta di truffa a mio avviso   inoltre ci si aspetta che la spesa sia affidata a persone in grado di fare il lavoro e non che chiedano come o dove trovare i prodotti tra gli scaffali e o le corsie     e  mi permetto di aggiungere che almeno la conoscenza della lingua se devono trovarti un alternativa saper leggere le etichette sarebbe gradito  visto che il servizio è pagato ben euro 5 90 ci si aspetta che funzioni ,2,0.0,Other,-0.22125083205560248,0.05699809068253699
139,139,2017-11-25 22:16:43,"Ci avevo pensato anche io a creare una app con questo servizio e devo dire che sono soddisfattissima di questa!
Servizio rapido e impeccabile 
Comoda la mappa che ti permette di seguire la consegna in tempo reale.
Veramente la consiglio, soprattutto per comprare ad hoc prodotti che non ci sono in lista.",5,False,Icoqme,Idea geniale,,ci avevo pensato anche io a creare una app con questo servizio e devo dire che sono soddisfattissima di questa  servizio rapido e impeccabile  comoda la mappa che ti permette di seguire la consegna in tempo reale  veramente la consiglio  soprattutto per comprare ad hoc prodotti che non ci sono in lista ,2,-0.4588,Other,-0.07219134752187718,0.06997203947336147
140,140,2018-10-15 13:29:41,"In generale mi sono sempre trovata bene con servizio.
Ma ieri ho ordinato e non mi è arrivata una parte di ordine, ho scritto mille volte al servizio clienti, ho segnalato mille volte l’anomalia, zero.
Ho chiamato anche il ristorante ma anche loro non riescono a contattare il servizio cliente per restituirmi i soldi.
Ridicolo.",5,False,Ludoiphone55,Servizio clienti inesistente,,in generale mi sono sempre trovata bene con servizio  ma ieri ho ordinato e non mi è arrivata una parte di ordine  ho scritto mille volte al servizio clienti  ho segnalato mille volte l anomalia  zero  ho chiamato anche il ristorante ma anche loro non riescono a contattare il servizio cliente per restituirmi i soldi  ridicolo ,2,0.0,Other,-0.13397241580692212,0.13902019391116494
141,141,2020-04-23 10:40:25,"Ho sempre valutato un servizio in base alla sua serietà e trasparenza nei confronti dell’utente.
Bene, purtroppo devo constatare di come i codici promozionali di cui si dovrebbe usufruire favorendo un nuovo iscritto non vengano di fatto applicati agli ordini del presentatore.
È un peccato vedere che il tanto decantato Glovo chieda pubblicità e visibilità (e di conseguenza guadagno) senza un ritorno a vantaggio del suo promotore, dato che si tratti della normali prassi commerciale di qualsiasi contesto economico/lavorativo.
Se poi a questo ci aggiungiamo un servizio clienti scadente con risposte e domande gestite esclusivamente dai BOT, il cerchio del giudizio è presto chiuso.",1,False,stefi_57,Codici promozionali inapplicati!!!!,,ho sempre valutato un servizio in base alla sua serietà e trasparenza nei confronti dell utente  bene  purtroppo devo constatare di come i codici promozionali di cui si dovrebbe usufruire favorendo un nuovo iscritto non vengano di fatto applicati agli ordini del presentatore  è un peccato vedere che il tanto decantato glovo chieda pubblicità e visibilità  e di conseguenza guadagno  senza un ritorno a vantaggio del suo promotore  dato che si tratti della normali prassi commerciale di qualsiasi contesto economico lavorativo  se poi a questo ci aggiungiamo un servizio clienti scadente con risposte e domande gestite esclusivamente dai bot  il cerchio del giudizio è presto chiuso ,2,0.0,UX,-0.14450637636482183,0.09168124739764384
142,142,2018-02-13 14:22:06,"Il problema è il servizio... la penultima volta che ho ordinato una pizza in un negozio fuori dall’elenco, il fattorino ad acquisto effettuato mi ha chiamata dicendomi che la pizza non gli stava sulla bicicletta e che quindi me l’avrebbe portata a piedi nel giro di mezz’ora ma sarebbe arrivata fredda. Quando gli ho detto di farsela dividere a metà dalla pizzeria e farsela mettere in 2 cartoni più piccoli, mi ha detto ch ormai il cartone si era “infracidato” tutto. Dico solo una cosa:  magari evitate di assumere certi ciucci!",2,False,Heidi1983,L’app sarebbe anche fatta bene,"{'id': 2576869, 'body': ""Ciao,\n\nCi scusiamo dell'inconveniente con il tuo ordine.\n\nPer questo ti chiediamo di scriverci nella sezione contattaci per offrirti la soluzione migliore e fare in modo che non succeda di nuovo!\n\nGrazie per aver scelto Glovo,\n\nTi auguriamo una buona serata.\n\nGlovo App"", 'modified': '2018-02-13T23:46:51Z'}",il problema è il servizio    la penultima volta che ho ordinato una pizza in un negozio fuori dall elenco  il fattorino ad acquisto effettuato mi ha chiamata dicendomi che la pizza non gli stava sulla bicicletta e che quindi me l avrebbe portata a piedi nel giro di mezz ora ma sarebbe arrivata fredda  quando gli ho detto di farsela dividere a metà dalla pizzeria e farsela mettere in 2 cartoni più piccoli  mi ha detto ch ormai il cartone si era  infracidato  tutto  dico solo una cosa   magari evitate di assumere certi ciucci ,2,0.5859,Other,-0.1951778611080269,0.05037899725242317
143,143,2020-01-23 21:56:27,"Oggi per cena avrei comprato 2 panini al roadhouse pagati con la carta ,dopo 1 ora mi chiama il glover mi dice che non è riuscito a prendere l’ordine perché il ristorante non accetta la carta , chiamo il ristorante e mi dice che non è arrivato nessun glover, richiamo il glover e mi dice di non rompere il .... dopo mezz’ora mi chiamano da Roma e mi dicono che non mi arriverà nessun rimborso.(spesi ben 27 euro)
Questa è la situazione sta a voi a decidere se usare un servizio scadente che sfrutta le persone .",1,False,Franci2002717273,Non usatela,,oggi per cena avrei comprato 2 panini al roadhouse pagati con la carta  dopo 1 ora mi chiama il glover mi dice che non è riuscito a prendere l ordine perché il ristorante non accetta la carta   chiamo il ristorante e mi dice che non è arrivato nessun glover  richiamo il glover e mi dice di non rompere il      dopo mezz ora mi chiamano da roma e mi dicono che non mi arriverà nessun rimborso  spesi ben 27 euro  questa è la situazione sta a voi a decidere se usare un servizio scadente che sfrutta le persone ,2,0.0,Other,-0.24028883293006248,0.06375639485303365
144,144,2023-12-24 17:32:36,"I programmatori dell’app meritano un viaggio vacanza per due persone e per due settimane all inclusive a Bora Bora.

La stessa è facilissima da utilizzare ma allo stesso tempo racchiude almeno un centinaio di funzioni utilissime, alcune delle quali pro attive.

Ad esempio se faccio un ordine fuori da casa mia, il sistema rileva che non sono al solito indirizzo e quindi di conseguenza mi chiede la conferma di consegna presso lo stesso indirizzo o uno differente in alternativa.

Molto utile anche il sistema che permette di visualizzare sullo schermo del cellulare il tempo di consegna dell’ordine: di una precisione impressionante.

E in ultimo ma non per ultimo, il personale dedicato alla consegna dell’ordine, sono veramente cordiali, pronti ad aiutarti a portare l’ordine (faccio la spesa su un supermercato a loro affiliato),  fino in casa tua.

Posso solamente suggerire che, il sistema utilizzato per dare una mancia è di difficile utilizzo; se ad esempio dare il 10% di mancia per una spesa, diciamo da McDonad, pari a 20 euro è tutto okay.

Ma se al contrario, spendo per una spesa 130 euro, non posso nemmeno permettermi il 7,5% di mancia.

Suggerirei quindi di aggiungere la possibilità di decidere in autonomia quale importo dare di mancia.

Bravi: ottimo lavoro, parlate con quelli dello Spid o Pagopa per favore che con loro è un delirio… 😂😂🤗",5,False,-MusicKey-,Devo dire la migliore app attualmente in commercio.,,i programmatori dell app meritano un viaggio vacanza per due persone e per due settimane all inclusive a bora bora   la stessa è facilissima da utilizzare ma allo stesso tempo racchiude almeno un centinaio di funzioni utilissime  alcune delle quali pro attive   ad esempio se faccio un ordine fuori da casa mia  il sistema rileva che non sono al solito indirizzo e quindi di conseguenza mi chiede la conferma di consegna presso lo stesso indirizzo o uno differente in alternativa   molto utile anche il sistema che permette di visualizzare sullo schermo del cellulare il tempo di consegna dell ordine  di una precisione impressionante   e in ultimo ma non per ultimo  il personale dedicato alla consegna dell ordine  sono veramente cordiali  pronti ad aiutarti a portare l ordine  faccio la spesa su un supermercato a loro affiliato    fino in casa tua   posso solamente suggerire che  il sistema utilizzato per dare una mancia è di difficile utilizzo  se ad esempio dare il 10  di mancia per una spesa  diciamo da mcdonad  pari a 20 euro è tutto okay   ma se al contrario  spendo per una spesa 130 euro  non posso nemmeno permettermi il 7 5  di mancia   suggerirei quindi di aggiungere la possibilità di decidere in autonomia quale importo dare di mancia   bravi  ottimo lavoro  parlate con quelli dello spid o pagopa per favore che con loro è un delirio ,2,-0.0772,UI,-0.2400927806427593,0.06274152579686648
